NewRef,New_ID,New_ID_Bis,Old-ID,CurrentLabel,Current+,Current-no-macrons,Revise,RevisedLabel,RevisedLabel-no-macrons,TC-Notes,Status,Julia,Stephanie,Notes-From-Ian,NewNotes4/26,Notes-4-Ian,My-Notes,Other_Name,Monastery,Multiple,Arabic-Name,URIs,Syriaca_ID,Syriaca_Name,02-03,04-05,6,7,8,9,10-11,12-13,14,15,16-17,18,19
211,#N/A,#N/A,#N/A,Kemah,Kemah,Kemah,FALSE,,Kamakh,Perhaps Kamakh instead of modern Turkish Kemah?,LABEL REV.,,,the modern Turkish name seems inappropriate as a replacement for the Classical one on this map,"Okay, please use Kamakh from Arabic",,,,,,,https://pleiades.stoa.org/places/874322,,#N/A,,04-05,,,,,,,,,,,
212,23,New23,Old201,Khanaqin,Khanaqin,Khanaqin,FALSE,Khānaqīn,,,FINAL,,,,,,,,,,,https://en.wikipedia.org/wiki/Khanaqin,,#N/A,,04-05,,,,,10-11,12-13,,,,,
214,#N/A,#N/A,#N/A,Kirkuk,Kirkuk,Kirkuk,FALSE,Kirkuk/Karka d-Beth Slokh,Kirkuk/Karka d-Beth Slokh,,LABEL REV.,,,,,,,,,,,,http://syriaca.org/place/108,Karka d-Beth Slokh,,04-05,,,,,,,,,,,
215,#N/A,#N/A,#N/A,Konya,Konya,Konya,FALSE,,,,FINAL,,,,,,,,,,,,http://syriaca.org/place/440,#N/A,,04-05,,,,,,,,,,,
216,#N/A,#N/A,#N/A,Kufa,Kufa,Kufa,FALSE,Kūfa,,,FINAL,,,,,Not actually on map 12-13. It is fine to have only on map 04-05.,Note EI3 does not add macron,,,,,http://dx.doi.org/10.1163/1573-3912_islam_COM_0536,,#N/A,,04-05,,,,,,12-13,,,,,
217,#N/A,#N/A,#N/A,Latakia,Latakia,Latakia,FALSE,,,,FINAL,,,,,,,,,,,,http://syriaca.org/place/118,#N/A,,04-05,,,,,,,,,,,
218,479,New479,Old422,LEBANON,LEBANON,LEBANON,FALSE,,,,FINAL,,,,,,,,,,,,http://syriaca.org/place/487,Lebanon,,04-05,,7,,,,,,,,,
219,#N/A,#N/A,#N/A,Mabbugh,Mabbugh,Mabbugh,FALSE,Manbij/Mabbug,Manbij/Mabbug,,LABEL REV.,,,,,,,,,,,,http://syriaca.org/place/122,Mabbug,,04-05,,,,,,,,,,,
220,51,New51,Old7,Maiperqat,Maiperqat,Maiperqat,FALSE,Maipherqaṭ,Maipherqaṭ/Mayyafariqin,,LABEL REV.,,,,,,,,,,,,http://syriaca.org/place/134,#N/A,,04-05,,,,,10-11,,,,,,19
221,#N/A,#N/A,#N/A,Malaṭiya,Malaṭiya,Malaṭiya,FALSE,Malaṭya,Malaṭya,Malaṭya (with dot under t),LABEL REV.,,,,Malaṭya (with dot under t) will reflect Syriac,,,,,,,,http://syriaca.org/place/136,Melitene,,04-05,,,,,,,,,,,
222,#N/A,#N/A,#N/A,Malazgirt,Malazgirt,Malazgirt,FALSE,,Manzikert,,LABEL REV.,,,,Manzikert,,,,,,,,,#N/A,,04-05,,,,,,,,,,,
223,535,New535,,Maragheh,Maragheh,Maragheh,FALSE,Maragha,Maragha,,LABEL REV.,,,,,Prefer Syriac spelling,,,,,,,http://syriaca.org/place/129,#N/A,,04-05,,,,,10-11,,14,,,,
224,26,New26,Old152,Mardin,Mardin,Mardin,FALSE,,,,FINAL,,,,,,,,,,,,http://syriaca.org/place/130,Mardin,,04-05,,,,,10-11,,,,,,19
225,#N/A,#N/A,#N/A,Marʕash,Marʿash,Marʿash,FALSE,,,,FINAL,,,,,,,,,,,http://dx.doi.org/10.1163/1573-3912_islam_COM_0678,http://syriaca.org/place/89,#N/A,,04-05,,,,,,,,,,,
226,56,New56,Old12,Mosul,Mosul,Mosul,FALSE,,,,FINAL,,,,,,,,,,,,http://syriaca.org/place/139,Mosul,,04-05,,,,,10-11,,,,,,19
227,403,New403,Old54,MUQAN,MUQAN,MUQAN,FALSE,MŪQĀN,,Spelled MŪGHĀN in Life of Mar Yahballaha (Bedjan ed. 106),LABEL REV.,,,,"Just caught this conflict between two authors one wants Q one Gh, let's use Gh on at least one map.",,,,,,,http://www.iranicaonline.org/articles/mogan-parent-i-ii,,#N/A,,04-05,,,,,,,14,,,,
228,234,New234,,Nakhchivan,Nakhchivan,Nakhchivan,FALSE,,,,FINAL,,,,,,,,,,,https://pleiades.stoa.org/places/874619,,#N/A,,04-05,,,,,10-11,,14,,,,
229,#N/A,#N/A,#N/A,Naṣibin,Naṣibin,Naṣibin,FALSE,Nisibis,Nisibis,,LABEL REV.,,,,,,,,,,,,http://syriaca.org/place/142 ,#N/A,,04-05,,,,,at,,,,,,
230,303,New303,,Nicosia,Nicosia,Nicosia,FALSE,,,,FINAL,,,,,,,,,,,,http://pleiades.stoa.org/places/462392,#N/A,,04-05,6,,,,,,,,,,
231,252,New252,Old52,Nifr,Nifr,Nifr,FALSE,Nifr,Nifr,"This was a settlement in which the diocese was based, so I thought we'd prefer the settlement form of the name.",FINAL,,,"Nifr – keeping it as site, in accordance with my general policy. Surely a town can be the seat of a diocese.",Agree.,Please keep as settlement.,,,,,,https://en.wikipedia.org/wiki/Province_of_the_Patriarch#The_diocese_of_Nifr.2C_Nil_and_al-Nu.CA.BFmaniya,,#N/A,,04-05,,,,,,12-13,,,,,
232,#N/A,#N/A,#N/A,Niksar,Niksar,Niksar,FALSE,,,,FINAL,,,,,,,,,,,,http://syriaca.org/place/466,#N/A,,04-05,,,,,,,,,,,
233,#N/A,#N/A,#N/A,Qarqisiya,Qarqisiya,Qarqisiya,FALSE,Qarqīsiyā,Qarqisyun/Qarqisiya,,FINAL,,,,,,,,,,,,http://syriaca.org/place/62,#N/A,,04-05,,,,,,,,,,,
234,#N/A,#N/A,#N/A,Qenneshre,Qenneshre,Qenneshre,FALSE,Qenneshrin,Qenneshrin,,LABEL REV.,,,,,,Perhaps label Qenneshrin/Qinnasrin (or is that too similar to bother with?),,,,,,http://syriaca.org/place/162,#N/A,,04-05,,,,,,,,,,,
235,#N/A,#N/A,#N/A,Quruṣ,Quruṣ,Quruṣ,FALSE,Qurus,Qurus,,LABEL REV.,,,,,,,,,,,,http://syriaca.org/place/65,Cyrrhus,,04-05,,,,,,,,,,,
236,#N/A,#N/A,#N/A,Rafah,Rafah,Rafah,FALSE,Rafaḥ,Rafaḥ,,LABEL REV.,,,,,,http://dx.doi.org/10.1163/1573-3912_islam_SIM_6182,,,,,http://pleiades.stoa.org/places/688015,,#N/A,,04-05,,,,,,,,,,,
237,66,New66,Old23,Raqqa,Raqqa,Raqqa,FALSE,,Callinicum/al-Raqqa,Should be al-Raqqa.,LABEL REV.,,,,"Sorry can we fit the ""al-"" back in","On map 10-11, let's label as Callinicum/Raqqa please",,,,,,,http://syriaca.org/place/109,#N/A,,04-05,,,,,10-11,,,,,,
238,#N/A,#N/A,#N/A,Resafa,Resafa,Resafa,FALSE,Reṣafa,Reṣafa,,LABEL REV.,,,,,,,,,,,,http://syriaca.org/place/165 ,#N/A,,04-05,,,,,,,,,,,
239,256,New256,Old30,Reshʕayna,Reshʿayna,Reshʿayna,FALSE,,,,FINAL,,,,,,,,,,,,http://syriaca.org/place/172,Reshʿayna,,04-05,,,,,10-11,,,,,,
240,34,New34,,Ruwanduz,Ruwanduz,Ruwanduz,FALSE,Ruwāndūz,,,FINAL,,,,,,"GK, I think I've usually seen Rawāndūz","Rowanduz, Ravāndūz, Ruwāndūz",,,,http://www.geographic.org/geographic_names/name.php?uni=-4394206&fid=3160&c=iraq,,#N/A,,04-05,,,,,10-11,,,,,,19
241,#N/A,#N/A,#N/A,Sablagh/Mahabad,Sablagh/Mahabad,Sablagh/Mahabad,FALSE,Sablagh/Mahābād,,,FINAL,,,,,,GK https://books.google.com/books?id=sG3sCgAAQBAJ&lpg=PA103&ots=X7e2jH_vam&dq=Sablagh%2FMahabad&pg=PA104#v=onepage&q=Sablagh/Mahabad&f=false,,,,,N/A,,#N/A,,04-05,,,,,,,,,,,
242,97,New97,Old167,Salmas,Salmas,Salmas,FALSE,,,,LABEL REV.,,,,,"For map 19 only, please list as Salamas",GK,,,,,,http://syriaca.org/place/177,Salmas,,04-05,,,,,10-11,,,,,,19
243,96,New96,Old91,Samarra,Samarra,Samarra,FALSE,,Samarraʾ,Prefer Sāmarrāʾ (with final hamza),LABEL REV.,,,,Should this have final hamza,,Using English name,Sāmarrāʾ,,,,http://pleiades.stoa.org/places/894082,,#N/A,,04-05,,,,,10-11,12-13,,,,,
244,36,New36,Old216,Sanandaj,Sanandaj,Sanandaj,FALSE,Sanandaj/Sehna,Sanandaj/Sehna,,LABEL REV.,,,,,,GK,,,,,,http://syriaca.org/place/867,Sehnā,,04-05,,,,,,12-13,14,,,,
245,37,New37,Old217,Saqqez,Saqqez,Saqqez,FALSE,,,,FINAL,,,,,,GK,,,,,https://en.wikipedia.org/wiki/Saqqez,,#N/A,,04-05,,,,,10-11,,14,,,,
246,#N/A,#N/A,#N/A,Shaizar,Shaizar,Shaizar,FALSE,Shayzar,Shayzar,,LABEL REV.,,,,,,,,,,,https://pleiades.stoa.org/places/668292,,#N/A,,04-05,,,,,,,,,,,
247,249,New249,,Shake,Shake,Shake,FALSE,Shaki,Shaki,,LABEL REV.,,,,,,http://www.iranicaonline.org/articles/sakki-district,,,,,http://geonames.nga.mil/namesgaz/detaillinksearch.asp?G_NAME=%2732FA8814FCF03774E0440003BA962ED3%27&Diacritics=DC,,#N/A,,04-05,,,,,,,,,,,
248,#N/A,#N/A,#N/A,Shamakhi,Shamakhi,Shamakhi,FALSE,,,,FINAL,,,,,,,,,,,https://en.wikipedia.org/wiki/Shamakhi,,#N/A,,04-05,,,,,,,,,,,
249,#N/A,#N/A,#N/A,Shimshaṭ,Shimshaṭ,Shimshaṭ,FALSE,Shimshaṭ/Arsamosata,Shimshaṭ/Arsamosata,,LABEL REV.,,,,,Probably need to also list like this to avoid confusion with Samosata,,,,,,http://dx.doi.org/10.1163/1573-3912_islam_SIM_6945,http://syriaca.org/place/286.html,#N/A,,04-05,,,,,,,,,,,
250,508,New508,Old159,Shushtar,Shushtar,Shushtar,FALSE,Shushtar,Shushtar,,REVISE,,,,,On map 14 vocalization needs revision to Shustar.,,,,,,https://en.wikipedia.org/wiki/Shushtar,,#N/A,,04-05,,,,,,12-13,14,,,,
251,#N/A,#N/A,#N/A,Silifke,Silifke,Silifke,FALSE,,,,FINAL,,,,,,"See note to delete this on Seleucia/Silifke. If we keep it, using a spelling other than modern Turkish would strike me as more useful.",,,,,http://pleiades.stoa.org/places/648771,,#N/A,,04-05,,,,,,,,,,,
252,82,New82,Old29,Sinjar,Sinjar,Sinjar,FALSE,,,,FINAL,,,,,,,,,,,,http://syriaca.org/place/184,#N/A,,04-05,,,,,10-11,,,,,,19
253,126,New126,Old490,Sis,Sis,Sis,FALSE,,,,FINAL,,,,,,"If you care about macrons for the non-map data, this should be Sīs.",,,,,,http://syriaca.org/place/190,Sis,,04-05,6,,,,,,,,,,
254,#N/A,#N/A,#N/A,Sivas,Sivas,Sivas,FALSE,,,,FINAL,,,,,,,,,,,http://pleiades.stoa.org/places/628935,,#N/A,,04-05,,,,,,,,,,,
255,237,New237,,Soltaniyeh,Soltaniyeh,Soltaniyeh,FALSE,Soltānīyeh/Soltania,Sulṭaniyya/Soltania,"I prefer Sulṭāniyya (Arabic transliteration, and note dotted 't'). If you want to follow IJMES for Persian, it should be Sultaniyyih.",LABEL REV.,,,,Please correct to Sulṭaniyya/Soltania,,"Soltaniyeh can be found at GEOnet Names Server, at this link, by opening the Advanced Search box, entering ""-3081931"" in the ""Unique Feature Id"" form, and clicking on ""Search Database"".",,,,,https://gazetteer.dainst.org/place/2110900,,#N/A,,04-05,,,,,,,14,,,,
256,40,New40,Old221,Sulemaniyya,Sulemaniyya,Sulemaniyya,FALSE,Sulaymāniyya,,,FINAL,,,,,,"http://www.brill.com/jewish-neo-aramaic-dialect-sulemaniyya-and-alabja, http://dx.doi.org/10.1163/1573-3912_islam_COM_1113",,,,,https://en.wikipedia.org/wiki/Sulaymaniyah,,#N/A,,04-05,,,,,10-11,,,,,,
257,#N/A,#N/A,#N/A,Sumaysaṭ,Sumaysaṭ,Sumaysaṭ,FALSE,Shmishat/Samosata,Sumaysaṭ/Samosata,"Is the Syriac ܫܡܝܫܛ (or vocalization Shmishat) attested anywhere other than Dolabani? Dolabani may well have been ""reverting"" it into Syriac from Arabic Sumaysat.",LABEL REV.,,,,"Please revert back to the original, I have discovered the Syriac source I used was mistaken!",,"Fiey, J. M. (1993), Pour un Oriens Christianus novus; répertoire des diocèses Syriaques orientaux et occidentaux, Beirut, p. 263",,,,,,http://syriaca.org/place/178,Samosata,,04-05,,,,,,,,,,,
258,#N/A,#N/A,#N/A,Tadmur,Tadmur,Tadmur,FALSE,,,,FINAL,,,,,,,,,,,,http://syriaca.org/place/153,Palmyra,,04-05,,,,,,,,,,,
259,#N/A,#N/A,#N/A,Tat῾ev,Tat῾ev,Tat῾ev,FALSE,,,"I would prefer not to use the half-ring, given that the half-ring in Syriac & Arabic means the letter ayn, but in Armenian means something completely different. I think it is better to avoid confusion by using an apostrophe or reversed apostrophe.",FINAL,,,,Defer to your judgement on apostrophe v. half ring,,https://en.wikipedia.org/wiki/Tatev_monastery,,,,,https://en.wikipedia.org/wiki/Tatev_monastery,,#N/A,,04-05,,,,,10-11,,14,,,,
260,#N/A,#N/A,#N/A,Tel Bashir,Tel Bashir,Tel Bashir,FALSE,,,,FINAL,,,,,,,,,,,https://en.wikipedia.org/wiki/Turbessel,,#N/A,,04-05,,,,,,,,,,,
261,42,New42,Old223,Tikab,Tikab,Tikab,FALSE,,,,FINAL,,,,,,GK,"Takāb can be found at GEOnet Names Server, at this link, by opening the Advanced Search box, entering ""-3086724"" in the ""Unique Feature Id"" form, and clicking on ""Search Database"".",,,,https://en.wikipedia.org/wiki/Takab,,#N/A,,04-05,,,,,,,14,,,,
262,215,New215,,Tripoli,Tripoli,Tripoli,FALSE,,,,FINAL,,,,,,,,,,,,http://syriaca.org/place/203,#N/A,,04-05,6,7,,,,,,,,,
263,#N/A,#N/A,#N/A,Ubulla/(New) Baṣra,Ubulla/(New) Baṣra,Ubulla/(New) Baṣra,FALSE,al-Ubulla/Baṣra,al-Ubulla/Baṣra,al-Ubulla is not the same as Basra and should be distinguished. Arabic of the former is al-Ubulla (notice no ayn!),QUESTION,,,,"I just got a long note on this place from an author, see next column.","Please add to 02-03 and revise on 12-13 and 14, note that Rima is in a different location and will be listed only on 12-13 as a region. Finally al-Ubulla is not the same as Basra and should be distinguished as a separate label rather than a with a /. Arabic of the former is al-Ubulla (notice no ayn) Coordinate for al-Ubulla here: https://pleiades.stoa.org/places/912807 A breif description: It lay to the east of al-Baṣra on the right bank of the Tigris and on the north side of the large canal called Nahr al-Ubulla, which was the main waterway from al-Baṣra in a southeastern direction to the Tigris and further to ʿAbbādān and the sea.
http://referenceworks.brillonline.com/entries/encyclopaedia-of-islam-2/al-ubulla-SIM_7673",,,,,,http://referenceworks.brillonline.com/entries/encyclopaedia-of-islam-3/basra-until-the-mongol-conquest-COM_23869?s.num=1&s.f.s2_parent=s.f.book.encyclopaedia-of-islam-3&s.q=Ubulla,,#N/A,,04-05,,,,,,,,,,,
264,43,New43,Old224,Urmi,Urmi,Urmi,FALSE,Urmia,Urmia,,LABEL REV.,,,,,"Prefer Syriac vocalization Urmia on every map except use ""Urmi"" on map 19 please.",,,,,,,http://syriaca.org/place/206,Urmia,,04-05,,,,,10-11,,14,,,,19
265,#N/A,#N/A,#N/A,Wadi Musa,Wadi Musa,Wadi Musa,FALSE,Wādī Mūsā,,,FINAL,,,,,,"Yāqūt, Muʿjam al-buldān, ed. and trans. Ferdinand Wüstenfeld (Leipzig 1866–73), s.v. Wādī Mūsā",,,,,,http://syriaca.org/place/157,Petra,,04-05,,,,,,,,,,,
266,#N/A,#N/A,#N/A,Wasiṭ,Wasiṭ,Wasiṭ,FALSE,Wāsiṭ,,,FINAL,,,,,,,,,,,,http://syriaca.org/place/509,#N/A,,04-05,,,,,,,,,,,
267,343,New343,,Yerevan,Yerevan,Yerevan,FALSE,,,,FINAL,,,,,,,,,,,,http://syriaca.org/place/817,#N/A,,04-05,,,,,,,,,,,
268,218,New218,,Alexandretta/Iskenderun,Alexandretta/Iskenderun,Alexandretta/Iskenderun,FALSE,,,,FINAL,,,,,,,,,,,,http://syriaca.org/place/663,#N/A,,,6,,,,,,,,,,
269,#N/A,#N/A,#N/A,ASIA MINOR (ANATOLIA),ASIA MINOR (ANATOLIA),ASIA MINOR (ANATOLIA),FALSE,ASIA MINOR/ANATOLIA,ASIA MINOR/ANATOLIA,,LABEL REV.,,,,,,,,,,,,http://syriaca.org/place/504,#N/A,,,6,,,,,,,,,,
270,#N/A,#N/A,#N/A,Balanea/Baniyas,Balanea/Baniyas,Balanea/Baniyas,FALSE,Balinea/Bāniyās,Balinea/Baniyas,,LABEL REV.,,,,,,,,,,y,https://pleiades.stoa.org/places/668206,,#N/A,,,6,,,,,,,,,,
271,#N/A,#N/A,#N/A,Chalcis/Qenneshre,Chalcis/Qenneshre,Chalcis/Qenneshre,FALSE,Chalcis/Qenneshrin,Chalcis/Qenneshrin,,LABEL REV.,,,,,I apologize for the confusion here. Qenneshre and Qenneshrin are two different places and we need both.,,,,,,,http://syriaca.org/place/162,#N/A,,,6,,,,,,,,,,
272,480,New480,Old126,CYRRHESTICA,CYRRHESTICA,CYRRHESTICA,FALSE,,,,FINAL,,,,,,,,,,,http://pleiades.stoa.org/places/658445,,#N/A,,,6,,,,,,,,,,
273,#N/A,#N/A,#N/A,Dayr Turmanin,Dayr Turmanin,Dayr Turmanin,FALSE,,,,DELETE,,,,,"I can't find that anyone requested this and since it overlaps with Tell Ada which is more important, lets delete it.",,,,,,,,#N/A,,,6,,,,,,,,,,
274,#N/A,#N/A,#N/A,Emesa/Ḥomṣ,Emesa/Ḥomṣ,Emesa/Ḥomṣ,FALSE,,,,FINAL,,,,,,"I would prefer Emesa/Ḥimṣ for non-modern pronunciation. I think the Syriac pronunciation is Ḥmeṣ, FWIW.",,,,y,,http://syriaca.org/place/215,Emesa,,,6,,,,,,,,,,
275,#N/A,#N/A,#N/A,Epiphania/Ḥamah,Epiphania/Ḥama,Epiphania/Ḥama,FALSE,Epiphaneia/Ḥama,Epiphaneia/Ḥama,,LABEL REV.,,,,,"The prefered Syriac spelling is Ḥama, so let's use that.",,,,,,,http://syriaca.org/place/91,Ḥama,,,6,,,,,,,,,,
276,#N/A,#N/A,#N/A,Gabala,Gabala,Gabala,FALSE,,,,FINAL,,,,,,,,,,,,http://syriaca.org/place/85,#N/A,,,6,,,,,,,,,,
277,#N/A,#N/A,#N/A,Germaniceia/Marʕash,Germaniceia/Marʿash,Germaniceia/Marʿash,FALSE,Germanicea/Marʿash,Germanicea/Marʿash,,LABEL REV.,,,,,"Note two changes, delete letter i and add half ring",,,,,,,http://syriaca.org/place/89,#N/A,,,6,,,,,,,,,,
278,49,New49,Old280,Hierapolis/Mabbugh,Hierapolis/Mabbugh,Hierapolis/Mabbugh,FALSE,Hierapolis/Mabbug,Hierapolis/Mabbug,,LABEL REV.,,,,,,,,,,,,http://syriaca.org/place/122,Mabbug,,,6,,,,10-11,,,,,,
279,555,New555,#N/A,Kourmajit,Kourmajit,Kourmajit,FALSE,Kūrmajīt/Kormakitis,Kurmajit/Kormakitis,,LABEL REV.,,,,,,,,,,y,https://en.wikipedia.org/wiki/Kormakitis,,#N/A,,,6,,,,,,,,,,
280,216,New216,,Laodicea/Latakia,Laodicea/Latakia,Laodicea/Latakia,FALSE,,,,FINAL,,,,,Using dominant English form of Arabic name,,,,,y,,http://syriaca.org/place/118,#N/A,,,6,,,,,,,,,,
281,#N/A,#N/A,#N/A,Larissa/Shaizar,Larissa/Shaizar,Larissa/Shaizar,FALSE,Larissa/Shayzar,Larissa/Shayzar,,LABEL REV.,,,,,,,,,,y,,http://syriaca.org/place/119,#N/A,,,6,,,,,,,,,,
282,48,New48,Old288,Mopsuestia,Mopsuestia,Mopsuestia,FALSE,,,,FINAL,,,,,,,,,,,,http://syriaca.org/place/138,Mopsuestia,,,6,,,,,,,,,,
283,#N/A,#N/A,#N/A,Qalʕat Semʕan,Qalʿat Semʿan,Qalʿat Semʿan,FALSE,Qalʿat Simʿān,Qalʿat Simʿan,,LABEL REV.,,,,,,,,,,y,,http://syriaca.org/place/635,Qalʿat Simʿān,,,6,,,,,,,,,,
284,#N/A,#N/A,#N/A,Salamis,Salamis,Salamis,FALSE,,,,FINAL,,,,,,,,,,,https://pleiades.stoa.org/places/707617,,#N/A,,,6,,,,,,,,,,
285,274,New274,Old282,Ṣarrīn,Ṣarrīn,Ṣarrin,Revise,,Ṣarrin,"Appears as Serrin on map 06, but Ṣarrīn is better.",LABEL REV.,,,,,"Appears as Serrin on map 06, but Ṣarrin is preferred.",,,,,,,http://syriaca.org/place/655,Ṣarrīn,,,6,,,,10-11,,,,,,
286,#N/A,#N/A,#N/A,Seleucia/Silifke,Seleucia/Silifke,Seleucia/Silifke,FALSE,Seleucia ad Calycadnum,Seleucia ad Calycadnum/Silifke,,REVISE,,,,,"Due to the importance of the other two seleucias (pieria and ctesiphon), this one needs a modifier, I am not sure it needs Silifke since that is just the Turkish pronunciation of the same. I think we should delete it from 02-03 altogether.",,,,,,,http://syriaca.org/place/174,#N/A,,,6,,,,,,,,,,
287,#N/A,#N/A,#N/A,Taurus Mountains,Taurus Mountains,Taurus Mountains,FALSE,,,,FINAL,,,,,,,,,,,http://pleiades.stoa.org/places/648792,,#N/A,,,6,,,,,,,,,,
288,129,New129,Old381,Tel-Bashir,Tel-Bashir,Tel-Bashir,FALSE,Tel Bāshir,Tel Bashir,,LABEL REV.,,,,,"deleting ""-"" for consistency",,,,,,https://en.wikipedia.org/wiki/Turbessel,,#N/A,,,6,,,,10-11,,,,,,
289,283,New283,Old115,Tell ʕAda,Tell ʿAda,Tell ʿAda,FALSE,,,,FINAL,,,,,,,,,,,,http://syriaca.org/place/233,Tell ʿAda,,,6,,,,,,,,,,
290,#N/A,#N/A,#N/A,Tortosa,Tortosa,Tortosa,FALSE,Ṭarṭūs,Ṭarṭus,,LABEL REV.,,,,,Prefere modern Arabic name here,,,,,y,https://gazetteer.dainst.org/place/2298659,,#N/A,,,6,,,,,,,,,,
291,516,New516,Old118,Wondrous Mountain,Wondrous Mountain,Wondrous Mountain,FALSE,,,"Is it usually given English name? We could put it in Syriac or Arabic with ""Dayro d-"" or ""Dayr"" in front of it to indicate a monastery.",REVISE,,,,,Not sure what to do here. This is both a monastary and a mountain. I think we should label it as a mountain but I like it having a point on the map. Thoughts?,,,y,,,http://gazetteer.dainst.org/place/2043071,,#N/A,,,6,,,,,,,,,,
292,556,New556,#N/A,ʕArqa,ʿArqa,ʿArqa,FALSE,,,,FINAL,,,,,,,,,,,,http://syriaca.org/place/432,#N/A,,,6,7,,,,,,,,,
293,#N/A,#N/A,#N/A,Bashawwat,Bashawwat,Bashawwat,FALSE,,,,FINAL,,,,,We can save space and delete this.,,,,,,,,#N/A,,,,7,,,,,,,,,
294,542,New542,#N/A,Baskinta,Baskinta,Baskinta,FALSE,Baskintā,,,FINAL,,,,,,,,,,y,https://en.wikipedia.org/wiki/Baskinta,,#N/A,,,,7,,,,,,,,,
295,8,New8,Old184,Baxʕa,Baxʿa,Baxʿa,FALSE,,,This is not GEDSH style transliteration. I don't know what it represents.,FINAL,,,,,,"GK, This is not GEDSH style transliteration. I don't know what it represents.https://books.google.com/books?id=_C5RDAAAQBAJ&lpg=PA22&ots=LvaUTFcnS, _&dq=Bax%CA%BFa&pg=PA23#v=onepage&q=Bax%CA%BFa&f=false",,,,,N/A,,#N/A,,,,7,,,,,,,,,
296,548,New548,#N/A,BEQAA VALLEY,BEQAA VALLEY,BEQAA VALLEY,FALSE,,,,FINAL,,,,,,Perhaps BIQĀʿ VALLEY?,,,,,https://en.wikipedia.org/wiki/Beqaa_Valley,,#N/A,,,,7,,,,,,,,,
297,143,New143,Old397,Berytus/Beirut,Berytus/Beirut,Berytus/Beirut,FALSE,,,,FINAL,,,,,,,,,,,,http://syriaca.org/place/46,Beirut,,,,7,,,,,,,,,
298,#N/A,#N/A,#N/A,Byblos/Jubayl,Byblos/Jubayl,Byblos/Jubayl,FALSE,Byblos/Jubayl,Byblos/Jubayl,,LABEL REV.,,,,,Note that Jubayl's label has disappeared on map 7,,,,y,y,,http://syriaca.org/place/52,#N/A,,,,7,,,,,,,,,
299,#N/A,#N/A,#N/A,Caesarea Philippi/Banias,Caesarea Philippi/Banias,Caesarea Philippi/Banias,FALSE,Caesarea Philippi/Panias,Caesarea Philippi/Baniyas,I would prefer Caesarea Philippi/Bāniyās for consistency with other Arabic transcriptions.,LABEL REV.,,,,,"prefer with B, sorry for the flip flops",,,,,,,http://syriaca.org/place/154,#N/A,,,,7,8,,,,,,,,
300,545,New545,#N/A,Dayr Qannubin,Dayr Qannubin,Dayr Qannubin,FALSE,,,,FINAL,,,,,,Need macrons on u and i?,,,,,,http://syriaca.org/place/270,#N/A,,,,7,,,,,,,,,
301,#N/A,#N/A,#N/A,Heliopolis/Baʕalbak,Heliopolis/Baʿalbak,Heliopolis/Baʿalbak,FALSE,,Heliopolis/Baʿalbak,Map form also as erroneous final vowel.,LABEL REV.,,,,,"Note the left half ring is missing on the map and change final vowel to ""a""",Syriac name form here: https://archive.org/stream/sephraemisyrirab00over#page/256/mode/2up,,,,,,http://syriaca.org/place/577,#N/A,,,,7,,,,,,,,,
302,437,New437,,Jordan R.,Jordan R.,Jordan R.,FALSE,,,,FINAL,,,,,,,,,,,http://syriaca.org/place/599,,#N/A,,,,7,8,,,,,,,,
303,20,New20,Old198,Jubbʕadīn,Jubbʿadīn,Jubbʿadin,Revise,,Jubbʿadin,,MACRON,,,,,,GK,https://books.google.com/books?id=Es4T018diPIC&lpg=PA185&ots=m0iOCvp8j7&dq=Jubb%CA%BFad%C4%ABn&pg=PA185#v=onepage&q=Jubb%CA%BFad%C4%ABn&f=false,,,y,N/A,,#N/A,,,,7,,,,,,,,,
304,#N/A,#N/A,#N/A,Litani R.,Litani R.,Litani R.,FALSE,Leontes/Litani R.,Leontes/Litani R.,,LABEL REV.,,,,,,,,,,,http://pleiades.stoa.org/places/678268,,#N/A,,,,7,,,,,,,,,
305,551,New551,#N/A,Mar Antonios/Qozhaya,Mar Antonios/Qozhaya,Mar Antonios/Qozhaya,FALSE,,,,FINAL,,,,,,,,y,y,,https://en.wikipedia.org/wiki/Monastery_of_Qozhaya,,#N/A,,,,7,,,,,,,,,
306,198,New198,Old97,Mar Elian,Mar Elian,Mar Elian,FALSE,,,,FINAL,,,,,,,,y,,,,http://syriaca.org/place/275,Mar Elian,,,,7,,,,,,,,,
307,550,New550,#N/A,Mar Elisha,Mar Elisha,Mar Elisha,FALSE,,Mar Elishaʿ,Probably Mar Elishaʿ,LABEL REV.,,,,,,,,y,,,https://en.wikipedia.org/wiki/Kadisha_Valley#The_Monastery_of_Mar_Lishaa,,#N/A,,,,7,,,,,,,,,
308,#N/A,#N/A,#N/A,Mar Maroun,Mar Maroun,Mar Maroun,FALSE,Mar Maron,Mar Maron,,DELETE,,,,,Let's delete this one as it will confuse with the much more well known Mar Maron,,,y,,,https://en.wikipedia.org/wiki/Deir_Mar_Maroun,,#N/A,,,,7,,,,,,,,,
309,191,New191,Old96,Mar Musa al-Ḥabashi,Mar Musa al-Ḥabashi,Mar Musa al-Ḥabashi,FALSE,,,,FINAL,,,,,,,,y,,y,,http://syriaca.org/place/228,Musa al-Ḥabashi,,,,7,,,,,,,,,
