DNU,Place Name,Syriaca-Name,Check with author,Syriaca-URI,ID_Number,Pleiades,Geonames,Wikipedia,Viaf,DARE,geonames.nga.mil,DAI,Iranica,Other,Place_Type_from_working-data,DNU,"Syriaca,DD",DNU,Draft_Coordinates_DMS,DNU,Draft_Coordinates_DD,Apprx,Source,UniqueID_from_working-data,OtherID_from_working-data,GazetterNote_from_working-data,Notes_from_working-data,Date Range,Requested-by_from_working-data,RelatedChapter_from_working-data,Scope,Existence_Date,DNU,Map#
Old187,Bijar,,Changed coordinates,,Old187,,,,,,,,,,Settlement,Old187,#N/A,Old187,"32° 49' 56'' N, 59° 40' 17'' E",Old187,,,,,,,,modern?,Geoffrey Khan,Neo Syriac,Northern Mesopotamia,1800-2016,Old187,3
Old188,Bokan,,Final,,Old188,,,,,,,,,,Settlement,Old188,#N/A,Old188,"36° 31' 19'' N, 46° 12' 54'' E",Old188,,,,,,,,modern?,Geoffrey Khan,Neo Syriac,Northern Mesopotamia,1800-2016,Old188,3
Old189,Challa,,Final,,Old189,,,,,,,,,,Settlement,Old189,#N/A,Old189,N 37° 14' 53'' E 43° 36' 49'',Old189,,,,,,,,modern?,Geoffrey Khan,Neo Syriac,Northern Mesopotamia,1800-2016,Old189,3
Old190,Cizre,,Final,,Old190,,,,,,,,,,Settlement,Old190,#N/A,Old190,N 37° 19' 48'' E 42° 11' 5'',Old190,,,,,,,,modern?,Geoffrey Khan,Neo Syriac,Northern Mesopotamia,1800-2016,Old190,3
Old191,Diyana,,Final,,Old191,,,,,,,,,,Settlement,Old191,#N/A,Old191,"36° 39' 11'' N, 44° 32' 38'' E",Old191,,,,,,http://syriaca.org/place/1169,,modern?,Geoffrey Khan,Neo Syriac,Northern Mesopotamia,1800-2016,Old191,3
Old192,Dobe,,Final,,Old192,,,,,,,,,,Settlement,Old192,#N/A,Old192,,Old192,"36.5966667,43.9955556",,,,,,,modern?,Geoffrey Khan,Neo Syriac,Northern Mesopotamia,1800-2016,Old192,3
Old193,Dohok,,Final,http://syriaca.org/place/76,Old193,,,,,,,,,,Settlement,Old193,"36.866667,43",Old193,,Old193,"36.866667,43",,,,,,,modern?,Geoffrey Khan,Neo Syriac,Northern Mesopotamia,1800-2016,Old193,3
Old194,Gawar (Yüksekova),,Final,,Old194,,,,,,,,,,Settlement,Old194,#N/A,Old194,N 37° 34' 25'' E 44° 17' 13'',Old194,,,,,,,,modern?,Geoffrey Khan,Neo Syriac,Northern Mesopotamia,1800-2016,Old194,3
Old195,Gawilan,,Final,http://syriaca.org/place/247,Old195,,,,,,,,,,Settlement,Old195,,Old195,,Old195,"37.9569,44.9947",,http://geonames.nga.mil/namesviewer/,-5046112,,Checked Wilmshurst Map,,modern?,Geoffrey Khan,Neo Syriac,Northern Mesopotamia,1800-2016,Old195,3
Old196,Ḥalabja,,Final,,Old196,,,,,,,,,,Settlement,Old196,#N/A,Old196,N 35° 10' 40'' E 45° 59' 10'',Old196,,,,,,,,modern?,Geoffrey Khan,Neo Syriac,Northern Mesopotamia,1800-2016,Old196,3
Old197,Hertevin,,Final,,Old197,,,,,,,,,,Settlement,Old197,#N/A,Old197,"37° 56' 8'' N, 42° 32' 57'' E",Old197,,,,,,,,modern?,Geoffrey Khan,Neo Syriac,Northern Mesopotamia,1800-2016,Old197,3
Old198,Jubbʿadīn,,Final,,Old198,,,,,,,,,,Settlement,Old198,#N/A,Old198,,Old198,"33.8166667,36.5",,,,,,,modern?,Geoffrey Khan,Neo Syriac,Northern Mesopotamia,1800-2016,Old198,3
Old199,Karemlesh,,Final,http://syriaca.org/place/110,Old199,,,,,,,,,,Settlement,Old199,"36.303611,43.412778",Old199,,Old199,"36.303611,43.412778",,http://www.geonames.org/search.html?q=Karemlesh&country=IQ,,,,,modern?,Geoffrey Khan,Neo Syriac,Northern Mesopotamia,1800-2016,Old199,3
Old200,Kerend,,Final,,Old200,,,,,,,,,,Settlement,Old200,#N/A,Old200,"34° 17' 3'' N, 46° 14' 32'' E",Old200,,,,,,,,modern?,Geoffrey Khan,Neo Syriac,Northern Mesopotamia,1800-2016,Old200,3
Old201,Khanaqin,,Final,,Old201,,,,,,,,,,Settlement,Old201,#N/A,Old201,"34° 20' 53'' N, 45° 23' 26'' E",Old201,,,,,,,,modern?,Geoffrey Khan,Neo Syriac,Northern Mesopotamia,1800-2016,Old201,3
Old202,Khorramshahr,,Final,,Old202,,,,,,,,,,Settlement,Old202,#N/A,Old202,N 30° 26' 26'' E 48° 11' 3'',Old202,,,,,,,,modern?,Geoffrey Khan,Neo Syriac,Northern Mesopotamia,1800-2016,Old202,3
Old203,Koy Sanjak,,Final,,Old203,,,,,,,,,,Settlement,Old203,#N/A,Old203,,Old203,"36.05,44.5",,,,,,,modern?,Geoffrey Khan,Neo Syriac,Northern Mesopotamia,1800-2016,Old203,3
Old204,Mardin,,Final,,Old204,,,,,,,,,,Settlement,Old204,#N/A,Old204,,Old204,"37.3108333,40.7208333",,,,,,,modern?,Geoffrey Khan,Neo Syriac,Northern Mesopotamia,1800-2016,Old204,3
Old205,Mawana,,Final,http://syriaca.org/place/1443,Old205,,,,,,,,,,Settlement,Old205,,Old205,,Old205,"37.5741,44.7962",,http://geonames.nga.mil/namesviewer/,-4324496,,,,modern?,Geoffrey Khan,Neo Syriac,Northern Mesopotamia,1800-2016,Old205,3
Old206,Maʿlula,,Final,,Old206,,,,,,,,,,Settlement,Old206,#N/A,Old206,,Old206,"33.8333333,36.55",,,,,,,modern?,Geoffrey Khan,Neo Syriac,Northern Mesopotamia,1800-2016,Old206,3
Old207,Midyat,,Final,,Old207,,,,,,,,,,Settlement,Old207,#N/A,Old207,,Old207,"37.42,41.3347222",,,,,,,modern?,Geoffrey Khan,Neo Syriac,Northern Mesopotamia,1800-2016,Old207,3
Old208,Mlaḥsō,,Final,,Old208,,,,,,,,,,Settlement,Old208,#N/A,Old208,,Old208,"38.4666667,40.6333333",,,,,,,modern?,Geoffrey Khan,Neo Syriac,Northern Mesopotamia,1800-2016,Old208,3
Old209,Nerwa,,Final,,Old209,,,,,,,,,,Settlement,Old209,#N/A,Old209,,Old209,"36.6877778,44.1705556",,,,,,,modern?,Geoffrey Khan,Neo Syriac,Northern Mesopotamia,1800-2016,Old209,3
Old210,Qaraqosh,,Final,http://syriaca.org/place/262,Old210,,,,,,,,,,Settlement,Old210,,Old210,"36° 16' 11"" N, 043° 22' 34"" E",Old210,"36.269743,43.376083",,http://geonames.nga.mil,15326384,,,,modern?,Geoffrey Khan,Neo Syriac,Northern Mesopotamia,1800-2016,Old210,3
Old211,Qasr-e Širin,,Final,,Old211,,,,,,,,,,Settlement,Old211,#N/A,Old211,,Old211,"34.516,45.582",,Lat/Lng : 34.516 / 45.582,,,,,modern?,Geoffrey Khan,Neo Syriac,Northern Mesopotamia,1800-2016,Old211,3
Old212,Rustaqa,,Final,,Old212,,,,,,,,,,Settlement,Old212,#N/A,Old212,"36° 46' 16'' N, 44° 44' 10'' E",Old212,,,,,,http://syriaca.org/place/1664 (settlement) ORhttp://syriaca.org/place/2361 (diocese),,modern?,Geoffrey Khan,Neo Syriac,Northern Mesopotamia,1800-2016,Old212,3
Old213,Ruwanduz,,Final,,Old213,,,,,,,,,,Settlement,Old213,#N/A,Old213,"36° 36' 29'' N, 44° 31' 19'' E",Old213,,,,,,,,modern?,Geoffrey Khan,Neo Syriac,Northern Mesopotamia,1800-2016,Old213,3
Old214,Sablagh (Mahabad),,Final,,Old214,,,,,,,,,,Settlement,Old214,#N/A,Old214,"36° 52′ 24″ N, 45° 43′ 04″ E ",Old214,,,,,,,,modern?,Geoffrey Khan,Neo Syriac,Northern Mesopotamia,1800-2016,Old214,3
Old215,Sainqala,,Changed coordinates,,Old215,,,,,,,,,,Settlement,Old215,#N/A,Old215,,Old215,"37.4666667,45.6833333",,,,,,,modern?,Geoffrey Khan,Neo Syriac,Northern Mesopotamia,1800-2016,Old215,3
Old216,Sanandaj,,Final,http://syriaca.org/place/867,Old216,,,,,,,,,,Settlement,Old216,,Old216,,Old216,"35.3144444,46.992222200000015",,http://dare.ht.lu.se/places/23491,,,Sanandaj is a secondary spelling,use the spelling Sanandaj,modern?,Geoffrey Khan,Neo Syriac,Northern Mesopotamia,1800-2016,Old216,3
Old217,Saqqez,,Final,,Old217,,,,,,,,,,Settlement,Old217,#N/A,Old217,N 36° 14' 59'' E 46° 16' 24'',Old217,,,,,,,,modern?,Geoffrey Khan,Neo Syriac,Northern Mesopotamia,1800-2016,Old217,3
Old218,Šəno (Ushnuye),,Final,,Old218,,,,,,,,,,Settlement,Old218,#N/A,Old218,,Old218,"37.0491667,45.1227778",,,,,,,modern?,Geoffrey Khan,Neo Syriac,Northern Mesopotamia,1800-2016,Old218,3
Old219,Shaqlawa,,Final,,Old219,,,,,,,,,,Settlement,Old219,#N/A,Old219,N 36° 23' 48'' E 44° 20' 39'',Old219,,,,,,,,modern?,Geoffrey Khan,Neo Syriac,Northern Mesopotamia,1800-2016,Old219,3
Old220,Solduz (Naqadeh),,Ian found alt coordinates,,Old220,,,,,,,,,,Settlement,Old220,#N/A,Old220,"37° 06′ 32″ N, 45° 51′ 50″ E",Old220,,,,,http://www.geonames.org/maps/google_37.553_45.076.html,http://syriaca.org/place/782 (Region) ORhttp://syriaca.org/place/2379 (diocese),,modern?,Geoffrey Khan,Neo Syriac,Northern Mesopotamia,1800-2016,Old220,3
Old221,Sulemaniyya,,Final,,Old221,,,,,,,,,,Settlement,Old221,#N/A,Old221,"35° 33' 53'' N, 45° 25' 58'' E",Old221,,,,,,Secondary spelling;http://syriaca.org/place/192,,modern?,Geoffrey Khan,Neo Syriac,Northern Mesopotamia,1800-2016,Old221,3
Old222,Telkepe,,Final,http://syriaca.org/place/197,Old222,,,,,,,,,,Settlement,Old222,"36.489444,43.119167",Old222,,Old222,"36.489444,43.119167",,,,,,,modern?,Geoffrey Khan,Neo Syriac,Northern Mesopotamia,1800-2016,Old222,3
Old223,Tikab,,Final,,Old223,,,,,,,,,,Settlement,Old223,#N/A,Old223,"36° 26′ 08″ N, 47° 05′ 42″ E",Old223,,,,,http://www.geonames.org/maps/google_37.553_45.076.html,,,modern?,Geoffrey Khan,Neo Syriac,Northern Mesopotamia,1800-2016,Old223,3
Old224,Urmi,,Final,http://syriaca.org/place/206,Old224,,,,,,,,,,Settlement,Old224,"37.55,45.1",Old224,,Old224,"37.55,45.1",,,,,Urmi is a secondary spelling,"Use the spelling Urmi, not Urmia",modern?,Geoffrey Khan,Neo Syriac,Northern Mesopotamia,1800-2016,Old224,3
Old225,Zakho,,Final,http://syriaca.org/place/208,Old225,,,,,,,,,,Settlement,Old225,"37.15,42.683333",Old225,,Old225,"37.15,42.683333",,,,,,,modern?,Geoffrey Khan,Neo Syriac,Northern Mesopotamia,1800-2016,Old225,3
Old226,Alexandria,,,http://syriaca.org/place/572,Old226,,,,,,,,,,Settlement,Old226,"31.195371,29.904133",Old226,,Old226,,,,,,,,6th – 10th,Grigory Kessel,Syriac Medicine,Mesopotamia,400-2016,Old226,1
Old227,Baghdad,,,http://syriaca.org/place/41,Old227,,,,,,,,,,Settlement,Old227,"33.325,44.422",Old227,,Old227,,,,,,,,6th – 10th,Grigory Kessel,Syriac Medicine,Mesopotamia,400-2016,Old227,1
Old228,Beth Lapat / Gondeshapur,,,http://syriaca.org/place/35,Old228,,,,,,,,,,Settlement,Old228,"32.283618,48.516471",Old228,,Old228,,,,,,,,6th – 10th,Grigory Kessel,Syriac Medicine,Mesopotamia,400-2016,Old228,1
Old229,Susa,,,http://syriaca.org/place/415,Old229,,,,,,,,,,Settlement,Old229,"32.1887935,48.2537285",Old229,,Old229,,,,,,,,6th – 10th,Grigory Kessel,Syriac Medicine,Mesopotamia,400-2016,Old229,1
Old230,Almaliq,,,http://syriaca.org/place/796,Old230,,,https://en.wikipedia.org/wiki/Almaliq%2C_Xinjiang,,,,,,,Settlement,Old230,,Old230,44°14′24″N 80°31′59″E,Old230,,Y,https://en.wikipedia.org/wiki/Almaliq%2C_Xinjiang,http://referenceworks.brillonline.com/entries/encyclopaedia-of-islam-2/almaligh-SIM_0555?s.num=0&s.f.s2_parent=s.f.book.encyclopaedia-of-islam-2&s.q=Almaligh,http://depts.washington.edu/silkroad/cities/china/almaliq/almaliq.html,,Xinjiang AR:,,Hidemi Takahashi,Syriac Christianity in China,Central Asia and China,200-1500,Old230,4
Old231,"Beijing 北京 (Khanbalik, Dadu 大都)",,,http://syriaca.org/place/2539,Old231,,,https://en.wikipedia.org/wiki/Beijing,,,,,,,Settlement,Old231,#N/A,Old231,,Old231,"39.928819,116.388869",,http://geonames.nga.mil,-2611050,,,China,,Hidemi Takahashi,Syriac Christianity in China,Central Asia and China,200-1500,Old231,4
Old232,Bukhara,,,,Old232,,,,,,,,,,Settlement,Old232,#N/A,Old232,,Old232,"39.766667,64.433333",,http://dare.ht.lu.se/places/23106,,,,"Central Asia (and Iran, Afghanistan)",,Hidemi Takahashi,Syriac Christianity in China,Central Asia and China,200-1500,Old232,4
Old233,Chifeng 赤峰,,,,Old233,,,https://en.wikipedia.org/wiki/Chifeng,,,,,,,Settlement,Old233,#N/A,Old233,,Old233,"42.268333,118.963611",,http://geonames.nga.mil,-2617579,https://www.britannica.com/place/Chifeng,,Inner Mongolia,,Hidemi Takahashi,Syriac Christianity in China,Central Asia and China,200-1500,Old233,4
Old234,Dunhuang 敦煌,,,,Old234,,,https://en.wikipedia.org/wiki/Dunhuang,,,,,,,Settlement,Old234,#N/A,Old234,,Old234,"40.166667,94.683333",,http://geonames.nga.mil,-2626169,http://viaf.org/viaf/258771346,,China,,Hidemi Takahashi,Syriac Christianity in China,Central Asia and China,200-1500,Old234,4
Old235,Herat,,,http://syriaca.org/place/523,Old235,,,,,,,,,,Settlement,Old235,"34.345833,62.188384",Old235,,Old235,,,,,,,"Central Asia (and Iran, Afghanistan)",,Hidemi Takahashi,Syriac Christianity in China,Central Asia and China,200-1500,Old235,4
Old236,Kashgar,,,,Old236,,,https://en.wikipedia.org/wiki/Kashgar,,,,,,,Settlement,Old236,#N/A,Old236,,Old236,"39.470655,75.989513",,http://geonames.nga.mil,-2646875,,,Xinjiang AR:,,Hidemi Takahashi,Syriac Christianity in China,Central Asia and China,200-1500,Old236,4
Old237,Khotan,,,,Old237,,,https://en.wikipedia.org/wiki/Hotan,,,,,,,Settlement,Old237,#N/A,Old237,,Old237,"37.107497,79.935485",,http://geonames.nga.mil,14754607,,,Xinjiang AR:,,Hidemi Takahashi,Syriac Christianity in China,Central Asia and China,200-1500,Old237,4
Old238,Luoyang 洛陽,,,http://syriaca.org/place/2534,Old238,,,https://en.wikipedia.org/wiki/Luoyang,,,,,,,Settlement,Old238,#N/A,Old238,,Old238,"34.683611,112.453611",,http://geonames.nga.mil,-2657486,https://viaf.org/viaf/239990442/,,China,,Hidemi Takahashi,Syriac Christianity in China,Central Asia and China,200-1500,Old238,4
Old239,Merv,,,http://syriaca.org/place/607,Old239,,,,,,,,,,Settlement,Old239,"37.662778,62.1925",Old239,,Old239,,,,,,,"Central Asia (and Iran, Afghanistan)",,Hidemi Takahashi,Syriac Christianity in China,Central Asia and China,200-1500,Old239,4
Old240,Navekath,,,,Old240,,,https://ru.wikipedia.org/wiki/%D0%9D%D0%B5%D0%B2%D0%B0%D0%BA%D0%B5%D1%82,,,,,,,Settlement,Old240,#N/A,Old240,,Old240,"42.901402,74.976485",Y,http://geonames.nga.mil,-3218847,https://www.academia.edu/398263/Syriac_Gravestones_In_the_Tashkent_History_Museum,,"Central Asia (and Iran, Afghanistan)",,Hidemi Takahashi,Syriac Christianity in China,Central Asia and China,200-1500,Old240,4
Old241,Nishapur,,,,Old241,,,https://en.wikipedia.org/wiki/Nishapur,,,,,,,Settlement,Old241,#N/A,Old241,,Old241,"36.17094,58.84734,",,dare.ht.lu.se/places/25242,,http://www.iranicaonline.org/articles/nishapur-i,,"Central Asia (and Iran, Afghanistan)",,Hidemi Takahashi,Syriac Christianity in China,Central Asia and China,200-1500,Old241,4
Old242,Olon Süme,,,,Old242,,,https://en.wikipedia.org/wiki/Olon_S%C3%BCme,,,,,,,Settlement,Old242,#N/A,Old242,,Old242,"41.96,110.486111",Y,https://en.wikipedia.org/wiki/Olon_S%C3%BCme,,"Tjalling H. F. Halbertsma, Early Christian Remains of Inner Mongolia (Leiden: Brill, 2008), pp.150-157; オロンスム－モンゴル 帝国のキリスト教遺跡 / Olon Süme : remains of Christendom in inner Mongolia (Yokohama: Yokohama Museum of EurAsian Cultures, 2003). ISBN 4-902282-01-1 C3022.",,Inner Mongolia,,Hidemi Takahashi,Syriac Christianity in China,Central Asia and China,200-1500,Old242,4
Old243,Qara Qota (Khara Khoto),,,,Old243,,,https://en.wikipedia.org/wiki/Khara-Khoto,,,,,,,Settlement,Old243,#N/A,Old243,,Old243,"41.766667,101.15",Y,https://en.wikipedia.org/wiki/Khara-Khoto,,,,(Outer) Mongolia,,Hidemi Takahashi,Syriac Christianity in China,Central Asia and China,200-1500,Old243,4
Old244,Qaraqorum,,,,Old244,,,https://en.wikipedia.org/wiki/Karakorum,,,,,,,Settlement,Old244,#N/A,Old244,,Old244,"47.210278,102.847778",,https://en.wikipedia.org/wiki/Karakorum,,http://depts.washington.edu/silkroad/cities/karakorum/karakorum.html,,(Outer) Mongolia,,Hidemi Takahashi,Syriac Christianity in China,Central Asia and China,200-1500,Old244,4
Old245,Quanzhou 泉州,,,http://syriaca.org/place/2535,Old245,,,https://en.wikipedia.org/wiki/Quanzhou,,,,,,,Settlement,Old245,#N/A,Old245,,Old245,"24.913889,118.585833",,http://geonames.nga.mil,-2671084,https://viaf.org/viaf/136054622/,,China,,Hidemi Takahashi,Syriac Christianity in China,Central Asia and China,200-1500,Old245,4
Old246,Samarkand,,,http://syriaca.org/place/865,Old246,,,,,,,,,,Settlement,Old246,"39.656498,66.947223",Old246,,Old246,,,,,,,"Central Asia (and Iran, Afghanistan)",,Hidemi Takahashi,Syriac Christianity in China,Central Asia and China,200-1500,Old246,4
Old247,Tashkent,,,,Old247,,,https://en.wikipedia.org/wiki/Tashkent,,,,,,,Settlement,Old247,#N/A,Old247,,Old247,"41.316667,69.25",,http://geonames.nga.mil,-3550061,https://viaf.org/viaf/136886417/,,"Central Asia (and Iran, Afghanistan)",,Hidemi Takahashi,Syriac Christianity in China,Central Asia and China,200-1500,Old247,4
Old248,Turfan,,,http://syriaca.org/place/478,Old248,,,https://en.wikipedia.org/wiki/Turpan,,,,,,,Settlement,Old248,,Old248,,Old248,"43.036776,89.19708",,http://gazetteer.dainst.org/place/2295363,,,,Xinjiang AR:,,Hidemi Takahashi,Syriac Christianity in China,Central Asia and China,200-1500,Old248,4
Old249,Ulaan Tolgoi,,,,Old249,,,,,,,,,,Settlement,Old249,#N/A,Old249,,Old249,"47.04,91.32",y,,,http://www.bethmardutho.org/index.php/hugoye/volume-index/632.html,,"(in the Mongolian Altai Mountains in western Mongolia, at 47.04 degrees north and 91.32 degrees east)",,Hidemi Takahashi,Syriac Christianity in China,Central Asia and China,200-1500,Old249,4
Old250,Xi’an 西安 (Chang’an 長安),,,http://syriaca.org/place/479,Old250,,,,,,,,,,Settlement,Old250,,Old250,,Old250,"34.25833,108.92861",,http://gazetteer.dainst.org/place/2359840,,,,China,,Hidemi Takahashi,Syriac Christianity in China,Central Asia and China,200-1500,Old250,4
Old251,Yangzhou 揚州,,,http://syriaca.org/place/2536,Old251,,,https://en.wikipedia.org/wiki/Yangzhou,,,,,,,Settlement,Old251,#N/A,Old251,,Old251,"32.397222,119.435833",,http://geonames.nga.mil,-2700491,https://viaf.org/viaf/133891972/,,China,,Hidemi Takahashi,Syriac Christianity in China,Central Asia and China,200-1500,Old251,4
Old252,"Zhenjiang 鎮江,",,,http://syriaca.org/place/2537,Old252,,,https://en.wikipedia.org/wiki/Zhenjiang,,,,,,,Settlement,Old252,#N/A,Old252,,Old252,"32.210863,119.455076",,http://geonames.nga.mil,-2706109,https://viaf.org/viaf/237452449/,,China,,Hidemi Takahashi,Syriac Christianity in China,Central Asia and China,200-1500,Old252,4
Old253,Fengzhou 豐州 (Hohhot),,y,,Old253,,http://www.geonames.org/maps/google_40.811_111.652.html,,,,,,,,Settlement,Old253,#N/A,Old253,,Old253,"40.81056,111.65222",,,,,Needs disambiguation,Inner Mongolia,,Hidemi Takahashi,Syriac Christianity in China,Central Asia and China,200-1500,Old253,4
Old254,Guangzhou 廣州,,,,Old254,,,https://en.wikipedia.org/wiki/Guangzhou,,,,,,,,Old254,#N/A,Old254,,Old254,"23.116667,113.25",,,-2630320,,Region or Settlement?,China,,Hidemi Takahashi,Syriac Christianity in China,Central Asia and China,200-1500,Old254,4
Old255,Xiapu 霞浦 (in northern Fujian),,,,Old255,,,https://en.wikipedia.org/wiki/Xiapu_County,,,,,,,,Old255,#N/A,Old255,,Old255,"26.960278,119.974444",,http://geonames.nga.mil,14229667,,Place type?,China,,Hidemi Takahashi,Syriac Christianity in China,Central Asia and China,200-1500,Old255,4
Old256,Osrhoene,,,http://syriaca.org/place/145,Old256,,,,,,,,,,Province,Old256,"33.09361,44.58056",Old256,,Old256,,,http://syriaca.org/place/58,,,,,1st c. BC – 3rd c. AD,Holger Gzella,The Syriac Language in the Context of the Semitic Languages,Eastern Mediterranean and Near East,200 BC - 400 AD,Old256,6
Old257,Antioch,,,http://syriaca.org/place/10,Old257,,,,,,,,,,Settlement,Old257,"36.2,36.15",Old257,,Old257,,,,,,,,1st c. BC – 3rd c. AD,Holger Gzella,The Syriac Language in the Context of the Semitic Languages,Eastern Mediterranean and Near East,200 BC - 400 AD,Old257,6
Old258,Jerusalem,,,http://syriaca.org/place/104,Old258,,,,,,,,,,Settlement,Old258,"31.78333,35.21667",Old258,,Old258,,,,,,,,1st c. BC – 3rd c. AD,Holger Gzella,The Syriac Language in the Context of the Semitic Languages,Eastern Mediterranean and Near East,200 BC - 400 AD,Old258,6
Old259,Arbela,,,http://syriaca.org/place/13,Old259,,,,,,,,,,Settlement,Old259,"36.191111,44.009167",Old259,,Old259,,,,,,,,1st c. BC – 3rd c. AD,Holger Gzella,The Syriac Language in the Context of the Semitic Languages,Eastern Mediterranean and Near East,200 BC - 400 AD,Old259,6
Old260,Nisibis,,,http://syriaca.org/place/142,Old260,,,,,,,,,,Settlement,Old260,"37.06667,41.21667",Old260,,Old260,,,,,,,,1st c. BC – 3rd c. AD,Holger Gzella,The Syriac Language in the Context of the Semitic Languages,Eastern Mediterranean and Near East,200 BC - 400 AD,Old260,6
Old261,Niniveh,,,http://syriaca.org/place/144,Old261,,,,,,,,,,Settlement,Old261,"36.35944,43.15278",Old261,,Old261,,,,,,,,1st c. BC – 3rd c. AD,Holger Gzella,The Syriac Language in the Context of the Semitic Languages,Eastern Mediterranean and Near East,200 BC - 400 AD,Old261,6
Old262,Palmyra,,,http://syriaca.org/place/153,Old262,,,,,,,,,,Settlement,Old262,"34.56,38.26722",Old262,,Old262,,,,,,,,1st c. BC – 3rd c. AD,Holger Gzella,The Syriac Language in the Context of the Semitic Languages,Eastern Mediterranean and Near East,200 BC - 400 AD,Old262,6
Old263,Petra,,,http://syriaca.org/place/157,Old263,,,,,,,,,,Settlement,Old263,"30.32861,35.44194",Old263,,Old263,,,,,,,,1st c. BC – 3rd c. AD,Holger Gzella,The Syriac Language in the Context of the Semitic Languages,Eastern Mediterranean and Near East,200 BC - 400 AD,Old263,6
Old264,Samosata,,,http://syriaca.org/place/178,Old264,,,,,,,,,,Settlement,Old264,"37.56452,38.47134",Old264,,Old264,,,,,,,,1st c. BC – 3rd c. AD,Holger Gzella,The Syriac Language in the Context of the Semitic Languages,Eastern Mediterranean and Near East,200 BC - 400 AD,Old264,6
Old265,Harran,,,http://syriaca.org/place/216,Old265,,,,,,,,,,Settlement,Old265,"36.8775,39.033889",Old265,,Old265,,,,,,,,1st c. BC – 3rd c. AD,Holger Gzella,The Syriac Language in the Context of the Semitic Languages,Eastern Mediterranean and Near East,200 BC - 400 AD,Old265,6
Old266,Bostra,,,http://syriaca.org/place/40,Old266,,,,,,,,,,Settlement,Old266,"32.516667,36.483333",Old266,,Old266,,,,,,,,1st c. BC – 3rd c. AD,Holger Gzella,The Syriac Language in the Context of the Semitic Languages,Eastern Mediterranean and Near East,200 BC - 400 AD,Old266,6
Old267,Seleucia-Ctesiphon,,,http://syriaca.org/place/58,Old267,,,,,,,,,,Settlement,Old267,"33.09361,44.58056",Old267,,Old267,,,,,,,,1st c. BC – 3rd c. AD,Holger Gzella,The Syriac Language in the Context of the Semitic Languages,Eastern Mediterranean and Near East,200 BC - 400 AD,Old267,6
Old268,Damascus,,,http://syriaca.org/place/66,Old268,,,,,,,,,,Settlement,Old268,"33.513,36.292",Old268,,Old268,,,,,,,,1st c. BC – 3rd c. AD,Holger Gzella,The Syriac Language in the Context of the Semitic Languages,Eastern Mediterranean and Near East,200 BC - 400 AD,Old268,6
Old269,Dura Europos,,,http://syriaca.org/place/77,Old269,,,,,,,,,,Settlement,Old269,"34.747,40.73",Old269,,Old269,,,,,,,,1st c. BC – 3rd c. AD,Holger Gzella,The Syriac Language in the Context of the Semitic Languages,Eastern Mediterranean and Near East,200 BC - 400 AD,Old269,6
Old270,Edessa,,,http://syriaca.org/place/78,Old270,,,,,,,,,,Settlement,Old270,"37.15,38.8",Old270,,Old270,,,,,,,,1st c. BC – 3rd c. AD,Holger Gzella,The Syriac Language in the Context of the Semitic Languages,Eastern Mediterranean and Near East,200 BC - 400 AD,Old270,6
Old271,Hamath,,,http://syriaca.org/place/91,Old271,,,,,,,,,,Settlement,Old271,"35.13333,36.75",Old271,,Old271,,,,,,,,1st c. BC – 3rd c. AD,Holger Gzella,The Syriac Language in the Context of the Semitic Languages,Eastern Mediterranean and Near East,200 BC - 400 AD,Old271,6
Old272,Hatra,,,http://syriaca.org/place/93,Old272,,,,,,,,,,Settlement,Old272,"35.58806,42.71833",Old272,,Old272,,,,,,,,1st c. BC – 3rd c. AD,Holger Gzella,The Syriac Language in the Context of the Semitic Languages,Eastern Mediterranean and Near East,200 BC - 400 AD,Old272,6
Old273,Al-Hijr,,,,Old273,http://pleiades.stoa.org/places/427224440,,,,,,,,,Settlement,Old273,#N/A,Old273,,Old273,"26.790653,37.951975",,http://pleiades.stoa.org/places/427224440,,,,,1st c. BC – 3rd c. AD,Holger Gzella,The Syriac Language in the Context of the Semitic Languages,Eastern Mediterranean and Near East,200 BC - 400 AD,Old273,6
Old274,Assur,,,,Old274,http://pleiades.stoa.org/places/893945,,,,,,,,,Settlement,Old274,#N/A,Old274,,Old274,"35.521389,43.236332",,http://pleiades.stoa.org/places/893945,,,,,1st c. BC – 3rd c. AD,Holger Gzella,The Syriac Language in the Context of the Semitic Languages,Eastern Mediterranean and Near East,200 BC - 400 AD,Old274,6
Old275,Babylon,,,,Old275,http://pleiades.stoa.org/places/893951,,,,,,,,,Settlement,Old275,#N/A,Old275,,Old275,"32.542956,44.4260235",,http://pleiades.stoa.org/places/893951,,,,,1st c. BC – 3rd c. AD,Holger Gzella,The Syriac Language in the Context of the Semitic Languages,Eastern Mediterranean and Near East,200 BC - 400 AD,Old275,6
Old276,Adummatu,,,,Old276,http://pleiades.stoa.org/places/29548,,https://en.wikipedia.org/wiki/Dumat_Al-Jandal,,,,,,,Settlement,Old276,#N/A,Old276,,Old276,"29.803206,39.882216",,http://pleiades.stoa.org/places/29548,,,,Geonames search al-Jawf,Pre-4th C?,John Healey,Pre-Christian Religions,Eastern Mediterranean and Near East,200 BC - 400 AD,Old276,6
